tweet,location
"Bhai tere upar bribery charge ka investigation ho rha tha , BJP join karlia toh drop kardiye charges. Kitni hi nautanki karega. 

Indian politics is like a cheap B grade movie without the young heroines",Jaipur
"@asrayagiriraj @singhsahana The term Naxal has a bad connotation, because they believe it is okay to use violence to achieve political rights. Democracy on the other hand, is supposed to be politics without violence. Do you believe in democracy?",Bengaluru
The Congress party must reflect on its history and reinvent itself to regain relevance in Indian politics. #कांग्रेसी_विचार_धारा_का_अंत https://t.co/Dq3VD503su,Lucknow
"@Neerajkr__07 @nehil1421 @Cricketracker IPL se uper aao warna ye Paisa Indian team ko kahi ka nahi chodegaa, look at all the politics that is going on.
There used to be a time when nobody would dare question dhoni aur ab dekho ek baar mein 5-6 captain khel rahe hote hai at a time.
Sabko captain bana do BC...",Jaipur
"The Congress ideology was once a driving force in Indian politics, but now it seems to have lost its relevance. #कांग्रेसी_विचार_धारा_का_अंत https://t.co/TejKDO78ME",Delhi
The end of Congress ideology marks a turning point in Indian politics. #कांग्रेसी_विचार_धारा_का_अंत https://t.co/8rfm4LMUPO,Bengaluru
"@SeiNetwork Kargo seeks to change that by enabling local teams to create local markets. For example, it’s a poor use of time for a team in the US to pursue Indian Cricket betting or Brazilian politics, but a strong local team can easily create those markets using Kargo’s infrastructure.",Kolkata
"@OfficeofSSC firstly if @RahulGandhi is irrelevant in Indian politics then why from @PMOIndia to every @BJP4India leaders spk abt him 365 days, secondly since when #HamareNiravBhai Modi &amp; #HamareLalitBhai Modi became OBC caste citizens,has @HMOIndia issued them caste certificate?",Ahmedabad
"@ameya_pa @terrible_archer @BurntOutCase @RoKhanna He interacts with people who are connected to the ISI and is not an ally of India, so that was just lip service. We Indians don't meddle in your local politics, and we also anticipate that people like him will remain out of Indian politics.",Kolkata
"Indian National Congress : LIVE: Congress party briefing by Shri Shaktisinh Gohil at AICC HQ. https://t.co/nfj8ALswMd : March 29, 2023 at 03:18PM",Bengaluru
Karnataka election will be a game changer for Indian Politics!,Jaipur
"@AlexWEllis @Tesco_Bengaluru Stop politics &amp; descrimination with Indian, it's been 8 mo's. &amp; still not cleared my startup visa appl., Either Accept or Reject, just realse the passport. You've 10 days with my recent legal notice,before i sue u for forgery &amp; cheating. @DrSJaishankar 
@AlexWEllis @RishiSunak",Kolkata
"#IndianPolitics

#Ministers think they are above everyone... Especially #BJP ministers are masters in it...

Its long due, institutions should speak up... Now they spoken the truths",Mumbai
"@UKinIndia @IAF_MCC @HCI_London @RoyalAirForce @UKDefenceIndia I don't know what r u checking last 8 mo. &amp; still not cleared my startup visa appl., stop politics &amp; descrimination with Indian, Either Accept or Reject, just realse the passport. You've 10 days with my recent notice,before i sue u for forgery &amp; cheating. @AlexWEllis @RishiSunak",Kolkata
Got murdered...... because he exposed the Italian Mafia in Indian politics.,Delhi
"@INCIndia Respected Indian Citizens, Namaskaar🙏
I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. 
Take care🙏 https://t.co/xzSwG6U8I0",Lucknow
"When a Govt fell for 1 vote there was a laugh all over the house saying ""democracy allowed it""

TODAY

There is a democratically elected Govt &amp; not allowed to work for launching a person who is high grade perpetual failure in Indian politics

Sheer waste of money on u all",Ahmedabad
@pbhushan1 Glimpse of eggs. Rotten eggs. Rotten eggs of Indian politics.,Bengaluru
Secular democracy means separation of religion and politics and common civil code for governance of society in general and personal freedom of religion in the personal and family matters subject to regard for common constitutional law of land free from prejudice and biasness.,Ahmedabad
"@SupriyaShrinate Respected Indian Citizens, Namaskaar🙏
I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. 
Take care🙏 https://t.co/zHkIO1aM9Z",Delhi
"@INCIndia Respected Indian Citizens, Namaskaar🙏
I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. 
Take care🙏 https://t.co/5MnyLo8Gyn",Jaipur
@RoKhanna @narendramodi You as an individual save your own political legacy rather than confusing Indian politics..,Ahmedabad
"Rahul Gandhi’s London diatribe, Khalistani assaults and the politics of Bharat’s subversion by Anglo-Americans.

@hindupost 
#Hinduphobia 
#AntiHinduism 

https://t.co/ygkonTNDVy",Ahmedabad
"Great news!!!  But some Indian Can't see such news!!  

Unko bas Selective news dikhta hai like ek  cheetah ka death ho gaya.... 

Bad politics ka greatest example.",Chennai
The problem of the #congress is that they can't or don't think beyond #Ghandys. It's really unfortunate for the Indian politics.,Ahmedabad
@jackmoses0 What about Hitler and the likes? If you follow Indian politics you will know who I am talking about. Also everyday normalised injustices occurring around us to the oppressed or marginalised? Does that not make you sad?,Bengaluru
"@sharm33n Just lastly, you mentioned you'd ancestry from India. Would you mind if I, a Scot with zero connection at all to India, offered up my opinions on Indias constitution and politics to Indian residents? Should Indians and the Indian diaspora listen to  me and be expected to?",Pune
"During the visit to Delhi, Andhra Pradesh CM is scheduled to meet PM Narendra Modi and discuss several issues of Andhra Pradesh.
#briflynews #delhi #andhrapradesh #pmmodi #indianpolitics 

https://t.co/XviaytmpHZ",Lucknow
"Kalam sir suggested Don't  take money.
 my body got poisoned In indian government politics.
Data transmission and madness.

I hope, to do best,always be honest.",Mumbai
"@t_d_h_nair Half doctor kills the patient! Sonia is an Indian citizen, she can't become PM! Foreign minister's wife is not there in politics, so far! @Shehzad_Ind @sambitswaraj @RShivshankar @SupriyaShrinate",Hyderabad
"Union Minister Anurag Thakur questions Congress' silence over Rahul Gandhi's conviction

#tennews #news #CongressConspiracy #RahulGandhi #DefamationCase #AnuragThakur #IndianPolitics https://t.co/CWlU54e28v",Chennai
"@ArvindKejriwal Agar Bharath Ko bandalna chahthe he tho,Margaret ka sawal nahi udthi,jailing name like ""Sandeep Pathak jailing name athe tho,sudden Promotion towards Future topmost post of Indian politics @RahulGandhi @narendramodi",Bengaluru
"#LIVE | Union Minister Piyush Goyal (@PiyushGoyal) in conversation with Amish Devgan (@AMISHDEVGAN) on 'Loktantra', Indian politics, general elections and more at #News18RisingIndia 

@poonawallafinco | @caabhaybhutada 

https://t.co/aqf4fQ6pbJ",Mumbai
"Respected Indian Citizens, Namaskaar🙏

I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. Take care 🙏jai Hind🇮🇳 https://t.co/b5ezhghezb",Mumbai
"Congress won't touch controversial issues now!
LINK: https://t.co/dTOPBMFRhA

#congress #indiannationalcongress #opposition #savarkar #politicalparties #indianpolitics #shivsena #mallikarjunkharge #rahulgandhi #bureaucracy #politics #corporate #law #lawnews #financenews #ias #ips https://t.co/DNz8dnvUDj",Hyderabad
"@sudhirchaudhary Aur peheno black .. aur karo chatugiri.. @RahulGandhi is the most undeserving entitled person in Indian politics today! No ethics, no values, no respect for others, no basic modesty and most importantly no common sense! I mean, who copies condolence messages from one’s mobile ph?",Pune
@pbhushan1 You mean Gahul Randhi is not doing Dynastic politics. Isn't Gajib Randhi the father of Gahul Randhi? We are wrong then. Who is the real father then. Another slap on the left cheek will set your mind on right track.,Ahmedabad
"@pbhushan1 Mr. PB, all eligible Indians are member of any org party.. But these have no control over the party. 
Dynastic politics is A Family controlling &amp; commanding a Party known as High command. 
R u a student of indian politics?",Delhi
"@pbhushan1 Oye Fraud....😂😀😂

There is no issue of a child joining politics cause his/her father or mother is in politics.
Dynastic politics comes &amp; which is a Curse on Indian politics is when a CM or a PM's son/daughter is expected to become a CM/PM on premise that their parent was.... https://t.co/Pt4w3t3ICC",Bengaluru
"#LIVE | Union Minister Piyush Goyal (@PiyushGoyal) in conversation with Amish Devgan (@AMISHDEVGAN) on 'Loktantra', Indian politics, general elections and more at #News18RisingIndia 

@poonawallafinco  https://t.co/6F9tuV6IZb",Hyderabad
"You Can't survive anymore in Indian politics because you are too bad. 
#कांग्रेसी_विचार_धारा_का_अंत",Pune
@Iyervval Perhaps the 'petulant child' of Indian politics is angry &amp; upset with Sr Chidu's confession on TV to Boxer Rajdeep that Pappu's disqualification is not a popular issue,Chennai
@ShefVaidya @RahulGandhi Never seen any other fat American Gargoyle this invested in Indian politics.,Mumbai
"@ECISVEEP 
@SpokespersonECI 
@DrSYQuraishi 

3. Citizens are treated with serial apathy neglect &amp; betrayals by the Lords &amp; Vassals of Indian politics except while campaigning for votes before elections.

Citizens are analogous to serfs in European feudalism",Chennai
"Indian National Congress : LIVE: Press Conference by Prof. Rajeev Gowda in Vijaywada, Andhra Pradesh. https://t.co/5XlqByU759 : March 29, 2023 at 02:49PM",Pune
"Respected Indian Citizens, Namaskaar🙏I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. Take care🙏 https://t.co/w9g8yfFMvz",Lucknow
"@channelstv It's becoming a global world truly! An Indian is British prime minister, and an Arab is leader of Scotland. Meanwhile, Political rascals in Lagos who have houses in UK and spend time there with their children, come back home, spread hate and violence and foist tribal politics!",Hyderabad
"@Cricketracker Relaxed bois , just another attention seeking comment from pakistan. Now Pakistani cricketers doesn't get work in India so they only have 1 chance to get in pakistani news to comment on indian cricket same like their politics.",Chennai
@ashoswai MA Political Science or Master of Arts in Political Science is a 2 years postgraduate course in India. The course provides specialized knowledge of Indian and International politics to graduate students.,Lucknow
Hatao Kejriwal to save India. If Kejriwal is allowed to remain in Indian politics he will eat away very essentials of proud India. He leads most corrupt party not seen in 75 years. In corruption he has surpassed  Congress. To save India Hatao Kejriwal should be aim of people.,Jaipur
